---
TYPE: stable_matching
MEN: m1, m2, m3, m4, m5, m6, m7, m8, m9, m10, m11, m12, m13, m14, m15, m16, m17, m18, m19, m20, m21, m22, m23, m24, m25, m26, m27, m28, m29, m30, m31, m32, m33, m34, m35, m36, m37, m38, m39, m40, m41, m42, m43, m44, m45, m46, m47, m48, m49, m50, m51, m52, m53, m54, m55, m56, m57, m58, m59, m60, m61, m62, m63, m64, m65, m66, m67, m68, m69, m70, m71, m72, m73, m74, m75, m76, m77, m78, m79, m80, m81, m82, m83, m84, m85, m86, m87, m88, m89, m90, m91, m92, m93, m94, m95, m96, m97, m98, m99, m100, m101, m102, m103, m104, m105, m106, m107, m108, m109, m110, m111, m112, m113, m114, m115, m116, m117, m118, m119, m120, m121, m122, m123, m124, m125, m126, m127, m128, m129, m130, m131, m132, m133, m134, m135, m136, m137, m138, m139, m140, m141, m142, m143, m144, m145, m146, m147, m148, m149, m150, m151, m152, m153, m154, m155, m156, m157, m158, m159, m160, m161, m162, m163, m164, m165, m166, m167, m168, m169, m170, m171, m172, m173, m174, m175, m176, m177, m178, m179, m180, m181, m182, m183, m184, m185, m186, m187, m188, m189, m190, m191, m192, m193, m194, m195, m196, m197, m198, m199, m200, m201, m202, m203, m204, m205, m206, m207, m208, m209, m210, m211, m212, m213, m214, m215, m216, m217, m218, m219, m220, m221, m222, m223, m224, m225, m226, m227, m228, m229, m230, m231, m232, m233, m234, m235, m236, m237, m238, m239, m240, m241, m242, m243, m244, m245, m246, m247, m248, m249, m250
w178: m93, m224, m111, m245, m137, m4, m195, m175, m67, m211, m66, m191, m30, m80, m201, m65, m35, m124, m168, m169, m223, m156, m235, m87, m236, m159, m225, m231, m28, m58, m146, m226, m54, m9, m148, m204, m42, m29, m202, m165, m117, m213, m186, m128, m69, m101, m7, m19, m221, m79, m13, m36, m149, m154, m46, m196, m157, m120, m122, m220, m212, m153, m129, m118, m250, m39, m33, m189, m102, m206, m2, m164, m38, m83, m121, m86, m243, m78, m109, m18, m173, m190, m133, m244, m32, m172, m91, m96, m89, m23, m214, m62, m135, m12, m203, m57, m179, m11, m48, m104, m88, m145, m76, m59, m167, m115, m74, m47, m161, m107, m97, m6, m3, m140, m21, m241, m131, m20, m166, m103, m228, m163, m68, m126, m81, m170, m105, m5, m230, m240, m119, m247, m188, m238, m60, m222, m85, m246, m218, m100, m237, m192, m22, m171, m125, m181, m92, m239, m25, m41, m183, m199, m197, m182, m248, m24, m16, m37, m73, m210, m1, m130, m63, m207, m31, m139, m64, m116, m71, m27, m160, m142, m174, m132, m10, m61, m219, m184, m158, m51, m249, m217, m152, m56, m43, m242, m70, m178, m208, m98, m84, m55, m194, m177, m52, m216, m95, m127, m155, m187, m205, m17, m227, m15, m49, m99, m8, m45, m113, m94, m233, m234, m200, m40, m108, m72, m26, m143, m123, m180, m136, m151, m112, m82, m209, m176, m14, m75, m114, m147, m134, m90, m110, m232, m77, m150, m106, m53, m34, m198, m229, m44, m193, m215, m141, m162, m138, m50, m144, m185
w179: m92, m235, m192, m185, m66, m38, m166, m208, m21, m114, m6, m187, m11, m5, m175, m58, m10, m71, m70, m78, m87, m245, m179, m226, m150, m203, m117, m168, m9, m229, m32, m160, m225, m138, m249, m169, m119, m85, m196, m178, m56, m26, m72, m162, m42, m170, m141, m152, m67, m201, m209, m171, m41, m221, m172, m113, m198, m176, m165, m79, m246, m205, m159, m63, m147, m97, m17, m180, m83, m133, m237, m129, m234, m218, m93, m153, m98, m131, m200, m125, m214, m4, m74, m76, m224, m54, m181, m217, m132, m15, m77, m65, m240, m223, m149, m47, m140, m115, m139, m241, m94, m33, m161, m148, m143, m101, m20, m231, m142, m174, m61, m122, m207, m86, m105, m247, m31, m167, m3, m25, m116, m232, m60, m199, m100, m39, m204, m109, m81, m188, m43, m29, m157, m120, m128, m183, m206, m88, m238, m151, m110, m215, m130, m44, m220, m158, m236, m1, m46, m18, m219, m202, m35, m189, m106, m239, m91, m127, m230, m108, m102, m57, m50, m52, m233, m69, m37, m2, m248, m112, m212, m124, m135, m186, m156, m211, m82, m222, m137, m243, m22, m13, m68, m163, m12, m118, m8, m27, m136, m107, m51, m28, m126, m144, m242, m19, m227, m184, m40, m155, m14, m210, m190, m146, m193, m95, m194, m191, m121, m177, m111, m80, m48, m90, m24, m228, m104, m36, m75, m154, m7, m34, m173, m62, m99, m164, m213, m103, m89, m123, m182, m216, m197, m73, m59, m250, m55, m49, m64, m244, m45, m16, m96, m84, m195, m134, m30, m53, m145, m23
w180: m240, m197, m204, m78, m15, m47, m97, m168, m238, m144, m146, m167, m104, m113, m115, m18, m179, m13, m14, m43, m108, m125, m100, m157, m225, m99, m117, m48, m2, m151, m34, m181, m73, m152, m187, m208, m186, m237, m121, m201, m234, m94, m75, m160, m38, m33, m77, m158, m112, m249, m192, m209, m138, m68, m128, m250, m19, m233, m53, m106, m180, m11, m22, m246, m241, m107, m69, m131, m58, m247, m235, m175, m12, m207, m203, m134, m132, m137, m32, m88, m41, m111, m65, m70, m119, m202, m10, m141, m59, m27, m147, m114, m37, m224, m74, m45, m124, m84, m184, m76, m39, m162, m44, m87, m5, m98, m245, m62, m118, m96, m110, m161, m223, m176, m220, m40, m214, m188, m60, m63, m103, m185, m169, m177, m9, m154, m222, m182, m24, m35, m8, m30, m213, m156, m243, m149, m46, m163, m83, m51, m123, m1, m148, m80, m226, m159, m191, m71, m86, m228, m64, m142, m102, m105, m25, m109, m52, m215, m95, m20, m143, m196, m171, m217, m165, m178, m190, m120, m136, m195, m193, m229, m79, m145, m198, m90, m231, m244, m67, m82, m55, m57, m91, m135, m212, m227, m61, m172, m206, m28, m49, m92, m7, m89, m219, m23, m139, m236, m130, m16, m50, m3, m194, m232, m174, m170, m26, m221, m116, m66, m81, m126, m173, m140, m183, m4, m85, m54, m133, m129, m155, m122, m29, m6, m72, m218, m242, m166, m189, m205, m56, m164, m230, m93, m17, m210, m153, m36, m216, m21, m211, m31, m248, m42, m200, m239, m199, m101, m150, m127
w181: m129, m40, m185, m180, m52, m148, m102, m77, m190, m27, m46, m240, m16, m87, m107, m140, m115, m139, m125, m147, m32, m119, m37, m63, m158, m26, m134, m54, m246, m179, m184, m82, m72, m233, m65, m98, m61, m160, m121, m177, m150, m112, m17, m162, m8, m51, m206, m169, m228, m205, m14, m136, m33, m130, m12, m79, m91, m94, m191, m197, m137, m29, m105, m209, m239, m157, m76, m118, m201, m108, m173, m81, m248, m53, m210, m36, m45, m116, m135, m183, m163, m155, m43, m227, m41, m103, m60, m24, m224, m161, m141, m88, m109, m117, m132, m213, m247, m168, m85, m219, m203, m127, m229, m186, m21, m171, m73, m226, m214, m172, m146, m28, m194, m18, m164, m202, m22, m93, m231, m195, m6, m244, m9, m138, m126, m225, m174, m104, m97, m7, m11, m175, m152, m49, m5, m192, m216, m193, m204, m250, m133, m170, m167, m10, m25, m223, m199, m238, m143, m200, m165, m221, m95, m1, m113, m145, m181, m13, m80, m176, m20, m66, m47, m196, m83, m245, m2, m156, m4, m236, m154, m70, m68, m242, m207, m120, m189, m222, m234, m243, m64, m106, m35, m57, m111, m74, m86, m42, m153, m215, m19, m188, m100, m249, m211, m237, m48, m59, m241, m15, m212, m71, m56, m187, m230, m89, m220, m114, m178, m149, m159, m101, m110, m90, m78, m99, m58, m123, m92, m208, m217, m142, m50, m62, m128, m232, m151, m30, m55, m23, m3, m69, m198, m39, m182, m38, m131, m96, m122, m44, m218, m67, m124, m75, m34, m144, m31, m166, m84, m235
w182: m100, m166, m3, m236, m194, m168, m169, m29, m71, m59, m69, m219, m73, m215, m113, m191, m178, m241, m177, m172, m8, m1, m74, m79, m171, m182, m50, m222, m20, m115, m125, m17, m70, m201, m48, m64, m63, m83, m249, m108, m78, m186, m77, m149, m6, m39, m240, m146, m162, m116, m118, m13, m14, m141, m147, m137, m207, m174, m19, m136, m5, m109, m152, m28, m197, m131, m180, m38, m246, m157, m248, m32, m151, m45, m181, m158, m91, m7, m72, m46, m140, m243, m202, m101, m203, m245, m21, m210, m26, m129, m208, m218, m119, m54, m237, m68, m89, m126, m76, m156, m213, m121, m122, m67, m88, m75, m163, m188, m110, m53, m196, m204, m127, m58, m217, m56, m150, m214, m18, m221, m105, m167, m135, m43, m107, m138, m170, m242, m23, m111, m87, m84, m114, m60, m200, m117, m95, m185, m90, m176, m35, m27, m231, m183, m52, m212, m120, m173, m36, m205, m199, m165, m234, m33, m85, m220, m190, m160, m2, m209, m42, m92, m86, m25, m228, m250, m80, m55, m224, m22, m244, m24, m164, m128, m145, m9, m47, m66, m61, m227, m143, m130, m16, m124, m189, m225, m233, m161, m133, m99, m4, m144, m123, m102, m94, m239, m175, m179, m235, m44, m198, m40, m31, m187, m154, m232, m12, m148, m37, m49, m206, m132, m106, m193, m15, m10, m97, m155, m223, m82, m230, m62, m103, m11, m134, m57, m51, m30, m195, m184, m98, m247, m96, m112, m153, m216, m192, m139, m34, m159, m65, m142, m211, m229, m238, m226, m93, m81, m41, m104
w183: m188, m99, m49, m228, m96, m182, m146, m16, m8, m224, m30, m133, m248, m204, m145, m90, m195, m222, m39, m243, m44, m159, m126, m64, m123, m94, m105, m69, m102, m140, m125, m128, m19, m48, m87, m233, m245, m175, m196, m215, m187, m232, m155, m80, m106, m120, m158, m240, m45, m7, m165, m32, m1, m114, m57, m62, m83, m9, m181, m209, m161, m28, m63, m153, m79, m68, m107, m168, m78, m124, m234, m189, m162, m50, m61, m150, m144, m95, m237, m223, m169, m202, m131, m98, m70, m225, m163, m231, m129, m112, m38, m164, m104, m160, m221, m192, m139, m15, m91, m76, m214, m111, m176, m51, m88, m122, m193, m127, m143, m151, m113, m6, m46, m220, m92, m174, m171, m201, m180, m11, m4, m73, m179, m147, m244, m184, m136, m190, m43, m40, m211, m110, m210, m22, m183, m116, m85, m71, m12, m34, m115, m24, m178, m117, m119, m198, m236, m242, m55, m134, m229, m93, m75, m54, m89, m219, m226, m14, m200, m137, m84, m67, m250, m100, m166, m31, m170, m20, m173, m52, m33, m41, m23, m235, m197, m97, m216, m56, m82, m208, m167, m246, m142, m203, m25, m185, m29, m118, m199, m239, m141, m217, m103, m152, m138, m77, m18, m21, m72, m59, m213, m206, m10, m36, m37, m149, m135, m65, m205, m156, m42, m5, m249, m177, m74, m238, m132, m191, m186, m218, m35, m2, m17, m86, m47, m230, m3, m207, m130, m154, m121, m241, m58, m27, m194, m101, m13, m212, m148, m247, m108, m172, m66, m60, m81, m157, m109, m227, m26, m53
w184: m75, m124, m119, m182, m102, m51, m14, m38, m165, m178, m70, m13, m56, m225, m153, m173, m217, m43, m60, m62, m250, m37, m148, m139, m96, m248, m45, m82, m204, m233, m71, m218, m140, m136, m128, m176, m4, m196, m186, m24, m144, m117, m142, m47, m111, m241, m194, m206, m79, m32, m115, m212, m154, m107, m162, m17, m78, m184, m65, m108, m146, m238, m231, m177, m155, m89, m189, m175, m247, m84, m137, m34, m224, m104, m211, m105, m208, m174, m246, m114, m27, m23, m41, m169, m240, m141, m6, m54, m234, m152, m8, m187, m39, m90, m197, m239, m216, m91, m151, m210, m40, m85, m3, m74, m157, m232, m159, m68, m35, m101, m185, m53, m133, m161, m55, m126, m220, m214, m149, m130, m179, m121, m180, m113, m222, m88, m57, m221, m190, m61, m77, m46, m150, m199, m99, m110, m97, m193, m52, m245, m20, m69, m200, m192, m191, m195, m236, m103, m170, m167, m166, m31, m72, m81, m76, m207, m138, m123, m15, m120, m19, m112, m36, m127, m94, m134, m230, m30, m28, m44, m63, m183, m172, m22, m33, m42, m249, m10, m26, m48, m98, m147, m73, m2, m198, m143, m156, m116, m67, m228, m243, m50, m83, m244, m215, m93, m86, m205, m223, m226, m1, m164, m129, m12, m80, m49, m203, m16, m87, m163, m100, m25, m18, m64, m227, m92, m201, m21, m131, m202, m122, m168, m58, m106, m59, m109, m5, m29, m66, m125, m213, m188, m237, m209, m229, m11, m171, m7, m160, m181, m9, m158, m95, m118, m235, m242, m145, m132, m219, m135
w185: m36, m165, m172, m17, m159, m188, m76, m84, m206, m110, m233, m47, m102, m147, m209, m122, m86, m56, m185, m119, m201, m98, m108, m91, m21, m187, m126, m57, m101, m208, m157, m43, m200, m135, m223, m213, m31, m175, m51, m61, m192, m24, m39, m60, m52, m77, m88, m144, m15, m216, m244, m32, m118, m202, m241, m103, m107, m211, m161, m162, m29, m214, m70, m152, m155, m109, m28, m79, m13, m168, m164, m95, m12, m205, m82, m25, m178, m229, m49, m235, m127, m225, m27, m45, m41, m134, m65, m106, m87, m8, m66, m132, m64, m18, m160, m203, m195, m163, m154, m141, m198, m174, m85, m222, m246, m89, m55, m215, m136, m14, m143, m11, m169, m221, m33, m219, m114, m158, m183, m22, m191, m117, m240, m72, m19, m220, m196, m249, m113, m123, m242, m176, m116, m50, m173, m124, m194, m171, m7, m151, m234, m48, m137, m16, m224, m250, m74, m20, m248, m96, m30, m179, m193, m131, m62, m184, m190, m167, m156, m46, m38, m212, m237, m217, m112, m239, m93, m238, m63, m37, m245, m142, m73, m2, m75, m186, m120, m69, m34, m128, m149, m40, m230, m97, m236, m148, m145, m125, m54, m100, m226, m138, m58, m150, m80, m218, m177, m90, m181, m180, m227, m10, m94, m129, m115, m228, m44, m210, m232, m23, m247, m231, m111, m146, m197, m81, m243, m68, m1, m3, m83, m5, m199, m104, m166, m67, m53, m59, m189, m170, m92, m207, m71, m182, m9, m121, m99, m6, m139, m26, m78, m4, m42, m140, m204, m133, m35, m130, m153, m105
w186: m175, m32, m203, m103, m213, m227, m148, m46, m8, m235, m212, m9, m73, m170, m28, m243, m37, m35, m47, m55, m22, m214, m118, m81, m49, m236, m6, m33, m108, m183, m77, m163, m233, m173, m117, m179, m45, m218, m215, m199, m188, m1, m11, m244, m83, m128, m76, m7, m43, m238, m19, m112, m231, m109, m202, m4, m42, m222, m127, m64, m129, m56, m41, m151, m60, m169, m221, m226, m121, m174, m126, m61, m52, m158, m25, m111, m84, m89, m152, m101, m67, m171, m98, m190, m150, m17, m110, m161, m78, m30, m195, m162, m53, m5, m79, m29, m96, m180, m239, m21, m102, m82, m133, m87, m159, m200, m13, m86, m34, m196, m247, m246, m97, m139, m232, m229, m193, m2, m99, m166, m57, m237, m20, m51, m114, m245, m207, m132, m15, m211, m197, m75, m16, m116, m201, m205, m228, m24, m230, m50, m144, m100, m208, m234, m48, m125, m220, m88, m44, m65, m54, m63, m3, m153, m137, m217, m242, m26, m120, m71, m189, m147, m131, m142, m223, m58, m185, m59, m140, m184, m105, m104, m18, m172, m164, m241, m62, m176, m69, m31, m191, m146, m40, m124, m219, m187, m138, m72, m206, m249, m135, m94, m160, m186, m167, m12, m149, m216, m70, m27, m250, m119, m68, m136, m204, m165, m168, m181, m10, m240, m177, m178, m85, m14, m93, m36, m224, m154, m115, m198, m225, m130, m106, m182, m192, m145, m95, m122, m141, m90, m39, m23, m157, m74, m123, m209, m134, m143, m248, m38, m113, m194, m210, m91, m155, m80, m107, m156, m66, m92
w187: m10, m85, m135, m184, m102, m45, m245, m1, m177, m188, m26, m139, m5, m230, m169, m33, m129, m74, m196, m32, m52, m123, m147, m121, m16, m144, m35, m64, m227, m199, m58, m215, m72, m12, m153, m120, m61, m53, m62, m151, m137, m202, m73, m225, m228, m159, m31, m119, m175, m162, m101, m89, m167, m140, m40, m250, m19, m75, m249, m220, m232, m217, m160, m180, m29, m56, m25, m2, m8, m55, m50, m47, m156, m18, m6, m39, m155, m185, m92, m9, m114, m15, m163, m34, m204, m4, m83, m221, m122, m164, m51, m234, m222, m248, m82, m38, m174, m179, m166, m154, m63, m189, m241, m243, m133, m3, m145, m224, m213, m116, m157, m236, m88, m49, m178, m124, m66, m112, m201, m146, m218, m99, m141, m46, m113, m115, m239, m43, m106, m21, m210, m171, m192, m208, m195, m203, m197, m96, m37, m191, m187, m86, m81, m170, m78, m190, m223, m69, m77, m182, m244, m23, m13, m28, m206, m104, m176, m149, m30, m136, m173, m70, m158, m237, m54, m229, m24, m214, m7, m172, m132, m71, m235, m161, m183, m105, m242, m212, m87, m247, m150, m125, m60, m142, m97, m20, m90, m98, m226, m42, m84, m134, m152, m94, m95, m194, m41, m80, m165, m148, m76, m138, m231, m107, m44, m79, m238, m110, m91, m108, m200, m219, m14, m22, m240, m48, m128, m111, m207, m57, m11, m17, m181, m127, m59, m130, m126, m67, m246, m65, m209, m118, m205, m216, m27, m36, m100, m193, m117, m168, m211, m68, m93, m198, m143, m131, m186, m233, m103, m109
w188: m155, m183, m65, m136, m57, m177, m133, m86, m104, m200, m246, m184, m94, m166, m108, m226, m154, m90, m27, m243, m201, m145, m137, m204, m165, m7, m41, m158, m229, m118, m61, m153, m141, m179, m33, m113, m123, m122, m40, m76, m63, m206, m164, m46, m95, m34, m75, m235, m157, m160, m32, m178, m67, m60, m51, m20, m97, m15, m13, m53, m225, m151, m149, m126, m19, m207, m47, m230, m39, m14, m77, m36, m248, m208, m240, m147, m66, m188, m221, m111, m162, m116, m192, m250, m223, m54, m205, m58, m167, m79, m220, m23, m161, m56, m35, m64, m30, m222, m38, m48, m142, m213, m73, m242, m18, m50, m10, m238, m212, m120, m3, m148, m245, m21, m72, m80, m99, m195, m106, m101, m236, m98, m5, m216, m92, m31, m52, m49, m197, m196, m127, m78, m232, m217, m68, m244, m59, m110, m6, m29, m132, m209, m84, m114, m1, m129, m17, m224, m11, m233, m119, m168, m69, m102, m2, m211, m117, m130, m82, m134, m194, m112, m210, m81, m125, m218, m214, m24, m198, m175, m124, m203, m144, m170, m199, m44, m96, m146, m9, m105, m138, m91, m37, m152, m128, m107, m12, m88, m172, m227, m187, m43, m85, m121, m193, m25, m219, m239, m115, m189, m109, m234, m247, m74, m45, m140, m71, m185, m83, m22, m87, m150, m202, m215, m231, m143, m169, m131, m89, m171, m28, m180, m190, m26, m156, m182, m4, m8, m176, m16, m93, m62, m191, m237, m181, m135, m100, m55, m228, m186, m249, m139, m174, m103, m173, m163, m70, m42, m159, m241
w189: m103, m183, m221, m106, m124, m179, m93, m97, m68, m3, m53, m117, m118, m6, m227, m209, m178, m208, m163, m247, m105, m195, m7, m59, m217, m111, m51, m225, m184, m107, m235, m30, m100, m72, m130, m34, m74, m12, m114, m157, m31, m224, m131, m229, m153, m148, m151, m65, m26, m80, m38, m75, m213, m49, m79, m39, m201, m2, m168, m185, m220, m196, m99, m214, m172, m203, m58, m155, m119, m42, m146, m120, m137, m176, m121, m149, m127, m46, m66, m228, m45, m40, m11, m205, m95, m134, m69, m109, m248, m222, m189, m239, m63, m236, m112, m89, m90, m115, m169, m171, m55, m156, m199, m162, m226, m113, m167, m13, m175, m32, m44, m110, m186, m126, m71, m207, m15, m164, m190, m54, m181, m202, m61, m43, m238, m82, m188, m60, m116, m165, m237, m243, m83, m250, m142, m193, m125, m27, m92, m35, m98, m154, m204, m233, m10, m210, m246, m147, m37, m16, m249, m158, m86, m223, m192, m198, m33, m28, m160, m52, m14, m191, m245, m77, m85, m94, m5, m96, m135, m64, m218, m78, m232, m216, m144, m87, m145, m215, m21, m18, m173, m24, m140, m102, m41, m4, m123, m62, m161, m104, m187, m231, m177, m129, m159, m240, m180, m150, m128, m170, m20, m211, m67, m101, m29, m219, m1, m8, m139, m48, m36, m200, m108, m17, m182, m141, m206, m88, m136, m84, m81, m47, m73, m241, m25, m152, m230, m91, m22, m234, m212, m143, m9, m132, m19, m242, m194, m133, m23, m244, m138, m50, m122, m197, m174, m166, m56, m57, m70, m76
w190: m34, m237, m85, m126, m170, m229, m196, m195, m173, m129, m152, m189, m93, m184, m36, m217, m206, m227, m151, m202, m46, m140, m103, m40, m122, m84, m134, m110, m16, m153, m11, m91, m164, m20, m190, m78, m245, m96, m222, m10, m191, m97, m157, m64, m250, m108, m44, m41, m70, m60, m158, m176, m26, m55, m193, m209, m145, m67, m73, m201, m120, m95, m131, m159, m208, m242, m123, m65, m24, m9, m92, m42, m56, m144, m124, m166, m119, m221, m69, m210, m109, m236, m230, m177, m224, m165, m199, m200, m194, m72, m183, m135, m136, m54, m82, m75, m233, m178, m132, m18, m247, m111, m139, m156, m39, m211, m33, m238, m248, m45, m98, m214, m161, m114, m76, m59, m249, m240, m53, m121, m43, m223, m13, m71, m143, m115, m168, m15, m6, m204, m50, m138, m101, m2, m243, m62, m29, m137, m31, m148, m21, m27, m112, m14, m74, m154, m212, m187, m5, m150, m179, m88, m3, m7, m141, m198, m235, m197, m239, m219, m61, m232, m149, m4, m228, m207, m47, m175, m188, m220, m130, m102, m128, m146, m32, m79, m192, m105, m52, m66, m57, m226, m118, m169, m17, m104, m147, m203, m231, m185, m234, m94, m38, m180, m35, m12, m81, m58, m28, m90, m87, m77, m68, m8, m205, m171, m133, m23, m51, m186, m172, m80, m246, m213, m63, m244, m181, m155, m127, m25, m174, m83, m215, m48, m160, m86, m49, m116, m106, m107, m167, m182, m241, m125, m117, m37, m225, m162, m89, m30, m218, m163, m142, m99, m100, m1, m22, m216, m19, m113
w191: m196, m130, m223, m37, m211, m60, m157, m230, m107, m6, m137, m95, m160, m67, m21, m122, m131, m214, m154, m30, m102, m54, m132, m52, m170, m194, m168, m123, m76, m111, m68, m71, m161, m72, m151, m141, m114, m171, m248, m81, m14, m191, m11, m173, m209, m39, m199, m45, m250, m159, m105, m226, m246, m75, m25, m78, m46, m82, m219, m44, m169, m3, m129, m28, m26, m136, m100, m149, m237, m50, m148, m59, m125, m77, m236, m74, m167, m65, m86, m225, m195, m179, m83, m101, m217, m47, m51, m138, m53, m203, m162, m197, m190, m22, m113, m5, m239, m93, m224, m240, m158, m200, m40, m120, m183, m29, m112, m241, m15, m221, m42, m124, m36, m144, m146, m69, m215, m8, m198, m91, m204, m139, m41, m235, m206, m172, m17, m212, m89, m238, m98, m143, m220, m153, m135, m84, m180, m16, m118, m177, m87, m188, m34, m7, m202, m234, m9, m187, m222, m134, m249, m92, m20, m164, m231, m48, m228, m245, m80, m32, m115, m18, m242, m155, m178, m244, m117, m186, m189, m218, m121, m175, m128, m185, m150, m182, m181, m147, m88, m94, m4, m201, m165, m108, m119, m156, m12, m79, m55, m23, m43, m207, m142, m73, m66, m145, m58, m10, m208, m90, m109, m49, m229, m127, m216, m116, m2, m166, m193, m213, m133, m103, m35, m33, m31, m205, m243, m247, m176, m19, m85, m96, m140, m57, m184, m1, m227, m70, m163, m63, m13, m233, m27, m106, m110, m210, m24, m174, m61, m38, m99, m97, m126, m64, m192, m152, m104, m62, m56, m232
w192: m75, m127, m67, m163, m33, m109, m62, m207, m118, m58, m247, m100, m63, m85, m64, m79, m167, m11, m159, m225, m239, m14, m229, m130, m201, m4, m223, m219, m242, m89, m237, m6, m125, m38, m104, m206, m70, m136, m53, m169, m60, m98, m102, m123, m78, m186, m20, m57, m220, m243, m227, m164, m244, m84, m171, m193, m52, m187, m188, m87, m170, m46, m155, m236, m215, m103, m49, m39, m246, m94, m111, m7, m124, m132, m192, m86, m96, m81, m249, m153, m24, m194, m238, m176, m121, m209, m162, m217, m48, m154, m175, m199, m205, m65, m16, m71, m161, m221, m99, m1, m166, m72, m5, m144, m212, m50, m173, m147, m107, m40, m138, m80, m184, m203, m231, m17, m245, m202, m108, m69, m8, m19, m97, m21, m240, m189, m133, m146, m91, m9, m55, m233, m152, m30, m191, m36, m115, m157, m122, m208, m149, m134, m196, m241, m25, m185, m92, m190, m250, m37, m13, m83, m43, m54, m214, m198, m230, m95, m45, m210, m101, m213, m76, m228, m44, m211, m151, m42, m168, m93, m200, m77, m88, m156, m224, m140, m66, m178, m12, m222, m218, m181, m90, m195, m2, m116, m82, m106, m204, m179, m47, m31, m177, m143, m3, m234, m68, m160, m61, m165, m22, m117, m119, m112, m59, m74, m120, m150, m232, m180, m183, m15, m197, m105, m131, m34, m174, m18, m10, m182, m142, m110, m32, m73, m226, m172, m51, m35, m129, m135, m41, m29, m23, m248, m27, m113, m235, m128, m139, m145, m141, m158, m137, m114, m26, m216, m126, m28, m148, m56
w193: m137, m205, m162, m63, m25, m54, m208, m180, m174, m238, m234, m201, m88, m27, m218, m226, m3, m229, m19, m177, m52, m172, m35, m139, m28, m141, m152, m43, m26, m164, m136, m86, m178, m125, m134, m71, m249, m191, m198, m87, m122, m66, m59, m80, m199, m165, m70, m159, m221, m96, m56, m82, m39, m57, m72, m67, m4, m89, m193, m213, m236, m145, m216, m46, m246, m49, m81, m206, m146, m78, m8, m153, m224, m14, m188, m9, m190, m20, m183, m65, m204, m31, m114, m97, m179, m163, m129, m10, m99, m92, m112, m219, m62, m202, m109, m231, m44, m228, m168, m215, m123, m207, m94, m132, m121, m76, m175, m166, m239, m156, m138, m113, m157, m140, m240, m189, m250, m209, m51, m173, m167, m227, m225, m29, m77, m91, m143, m244, m119, m1, m45, m184, m195, m101, m15, m149, m182, m38, m21, m158, m197, m33, m243, m106, m242, m90, m161, m50, m155, m147, m41, m24, m69, m245, m48, m84, m217, m118, m154, m103, m235, m75, m170, m2, m192, m53, m220, m210, m68, m247, m187, m17, m11, m169, m32, m7, m107, m55, m144, m233, m130, m108, m83, m58, m212, m124, m60, m16, m133, m232, m6, m230, m47, m100, m104, m74, m22, m222, m30, m241, m126, m64, m160, m117, m79, m116, m142, m98, m105, m115, m214, m203, m110, m42, m150, m194, m5, m176, m85, m12, m36, m127, m200, m131, m237, m120, m34, m135, m40, m171, m148, m128, m185, m13, m211, m73, m95, m111, m102, m23, m223, m186, m181, m248, m93, m151, m18, m61, m196, m37
